province,electorialDistrictNumber,party,points
กรุงเทพมหานคร,2,เสรีรวมไทย,3434
กรุงเทพมหานคร,2,ภูมิใจไทย,2947
กรุงเทพมหานคร,2,เพื่อชาติ,2142
กรุงเทพมหานคร,2,รวมพลังประชาชาติไทย,1022
กรุงเทพมหานคร,2,รักษ์ผืนป่าประเทศไทย,246
กรุงเทพมหานคร,2,ประชาชนปฏิรูป,195
กรุงเทพมหานคร,2,ชาติพัฒนา,189
กรุงเทพมหานคร,2,ประชาชาติ,166
กรุงเทพมหานคร,2,ชาติไทยพัฒนา,162
กรุงเทพมหานคร,2,พลังท้องถิ่นไท,103
กรุงเทพมหานคร,2,พลังประชาธิปไตย,102
กรุงเทพมหานคร,2,พลังชาติไทย,86
กรุงเทพมหานคร,2,มติประชา,55
กรุงเทพมหานคร,2,แผ่นดินธรรม,51
กรุงเทพมหานคร,2,ประชานิยม,49
กรุงเทพมหานคร,2,สามัญชน,47
กรุงเทพมหานคร,2,พลังสังคม,41
กรุงเทพมหานคร,2,ครูไทยเพื่อประชาชน,40
กรุงเทพมหานคร,2,ถิ่นกาขาวชาววิไล,38
กรุงเทพมหานคร,2,ประชาภิวัฒน์,36
กรุงเทพมหานคร,2,กลาง,34
กรุงเทพมหานคร,2,มหาชน,27
กรุงเทพมหานคร,2,ภาคีเครือข่ายไทย,23
กรุงเทพมหานคร,2,ประชาธรรมไทย,23
กรุงเทพมหานคร,2,ภราดรภาพ,19
กรุงเทพมหานคร,2,ไทยรักษาชาติ,0
กรุงเทพมหานคร,2,เพื่อแผ่นดิน,0
กรุงเทพมหานคร,3,ก้าวไกล,28444
กรุงเทพมหานคร,3,พลังประชารัฐ,25148
กรุงเทพมหานคร,3,ประชาธิปัตย์,17029
กรุงเทพมหานคร,3,เศรษฐกิจใหม่,5788
กรุงเทพมหานคร,3,เสรีรวมไทย,3832
กรุงเทพมหานคร,3,เพื่อชาติ,1209
กรุงเทพมหานคร,3,ภูมิใจไทย,1082
กรุงเทพมหานคร,3,รวมพลังประชาชาติไทย,546
กรุงเทพมหานคร,3,ชาติพัฒนา,369
กรุงเทพมหานคร,3,ประชาชนปฏิรูป,350
กรุงเทพมหานคร,3,พลังท้องถิ่นไท,284
กรุงเทพมหานคร,3,รักษ์ผืนป่าประเทศไทย,247
กรุงเทพมหานคร,3,ประชาชาติ,235
กรุงเทพมหานคร,3,ชาติไทยพัฒนา,208
กรุงเทพมหานคร,3,ประชาภิวัฒน์,186
กรุงเทพมหานคร,3,ไทยศรีวิไลย์,183
กรุงเทพมหานคร,3,พลังไทยรักชาติ,147
กรุงเทพมหานคร,3,ครูไทยเพื่อประชาชน,142
กรุงเทพมหานคร,3,พลังชาติไทย,129
กรุงเทพมหานคร,3,พลังธรรมใหม่,102
กรุงเทพมหานคร,3,ประชาธิปไตยใหม่,101
กรุงเทพมหานคร,3,ประชานิยม,40
กรุงเทพมหานคร,3,ภราดรภาพ,36
กรุงเทพมหานคร,3,พลังไทสร้างชาติ,34
กรุงเทพมหานคร,3,แผ่นดินธรรม,34
กรุงเทพมหานคร,3,พลังศรัทธา,32
กรุงเทพมหานคร,3,พลังสังคม,29
กรุงเทพมหานคร,3,ไทรักธรรม,28
กรุงเทพมหานคร,3,มหาชน,27
กรุงเทพมหานคร,3,ประชาธรรมไทย,25
กรุงเทพมหานคร,3,ภาคีเครือข่ายไทย,12
กรุงเทพมหานคร,3,มติประชา,9
กรุงเทพมหานคร,3,ไทยรักษาชาติ,0
กรุงเทพมหานคร,4,พลังประชารัฐ,27620
กรุงเทพมหานคร,4,ก้าวไกล,25588
กรุงเทพมหานคร,4,ประชาธิปัตย์,13890
กรุงเทพมหานคร,4,เศรษฐกิจใหม่,4408
กรุงเทพมหานคร,4,เพื่อชาติ,3424
กรุงเทพมหานคร,4,เสรีรวมไทย,3199
กรุงเทพมหานคร,4,ภูมิใจไทย,898
กรุงเทพมหานคร,4,รวมพลังประชาชาติไทย,712
กรุงเทพมหานคร,4,ประชาชาติ,420
กรุงเทพมหานคร,4,พลังท้องถิ่นไท,395
กรุงเทพมหานคร,4,ชาติพัฒนา,269
กรุงเทพมหานคร,4,รักษ์ผืนป่าประเทศไทย,269
กรุงเทพมหานคร,4,ชาติไทยพัฒนา,202
กรุงเทพมหานคร,4,ประชาชนปฏิรูป,179
กรุงเทพมหานคร,4,ไทยศรีวิไลย์,165
กรุงเทพมหานคร,4,พลังไทสร้างชาติ,124
กรุงเทพมหานคร,4,ประชากรไทย,75
กรุงเทพมหานคร,4,ประชาธิปไตยใหม่,74
กรุงเทพมหานคร,4,มติประชา,71
กรุงเทพมหานคร,4,พลังชาติไทย,64
กรุงเทพมหานคร,4,มหาชน,62
กรุงเทพมหานคร,4,ประชานิยม,51
กรุงเทพมหานคร,4,ครูไทยเพื่อประชาชน,45
กรุงเทพมหานคร,4,ประชาภิวัฒน์,40
กรุงเทพมหานคร,4,พลังรัก,35
กรุงเทพมหานคร,4,ไทรักธรรม,32
กรุงเทพมหานคร,4,ภราดรภาพ,26
กรุงเทพมหานคร,4,พลเมืองไทย,25
กรุงเทพมหานคร,4,พลังศรัทธา,20
กรุงเทพมหานคร,4,ภาคีเครือข่ายไทย,17
กรุงเทพมหานคร,4,ประชาธรรมไทย,13
กรุงเทพมหานคร,4,ไทยรักษาชาติ,0
กรุงเทพมหานคร,5,เพื่อไทย,27897
กรุงเทพมหานคร,5,พลังประชารัฐ,27667
กรุงเทพมหานคร,5,ก้าวไกล,25484
กรุงเทพมหานคร,5,ประชาธิปัตย์,18711
กรุงเทพมหานคร,5,เศรษฐกิจใหม่,5707
กรุงเทพมหานคร,5,เสรีรวมไทย,2583
กรุงเทพมหานคร,5,ภูมิใจไทย,746
กรุงเทพมหานคร,5,รวมพลังประชาชาติไทย,603
กรุงเทพมหานคร,5,ชาติไทยพัฒนา,436
กรุงเทพมหานคร,5,รักษ์ผืนป่าประเทศไทย,369
กรุงเทพมหานคร,5,ชาติพัฒนา,291
กรุงเทพมหานคร,5,เพื่อชาติ,221
กรุงเทพมหานคร,5,ไทยศรีวิไลย์,209
กรุงเทพมหานคร,5,ชาติพันธุ์ไทย,164
กรุงเทพมหานคร,5,ประชาชาติ,140
กรุงเทพมหานคร,5,ประชาธิปไตยใหม่,107
กรุงเทพมหานคร,5,พลังชาติไทย,104
กรุงเทพมหานคร,5,ประชาภิวัฒน์,97
กรุงเทพมหานคร,5,พลังสังคม,97
กรุงเทพมหานคร,5,พลังธรรมใหม่,92
กรุงเทพมหานคร,5,พลังท้องถิ่นไท,86
กรุงเทพมหานคร,5,พลังประชาธิปไตย,82
กรุงเทพมหานคร,5,พลังไทยรักไทย,77
กรุงเทพมหานคร,5,ครูไทยเพื่อประชาชน,56
กรุงเทพมหานคร,5,ภราดรภาพ,38
กรุงเทพมหานคร,5,ประชานิยม,38
กรุงเทพมหานคร,5,มหาชน,30
กรุงเทพมหานคร,5,ภาคีเครือข่ายไทย,24
กรุงเทพมหานคร,5,ประชาธรรมไทย,16
กรุงเทพมหานคร,5,พลังปวงชนไทย,14
กรุงเทพมหานคร,5,มติประชา,9
กรุงเทพมหานคร,5,ประชาชนปฏิรูป,0
กรุงเทพมหานคร,5,พลังไทสร้างชาติ,0
กรุงเทพมหานคร,6,พลังประชารัฐ,28690
กรุงเทพมหานคร,6,ก้าวไกล,23980
กรุงเทพมหานคร,6,เพื่อไทย,22275
กรุงเทพมหานคร,6,ประชาธิปัตย์,16525
กรุงเทพมหานคร,6,เศรษฐกิจใหม่,5416
กรุงเทพมหานคร,6,เสรีรวมไทย,2471
กรุงเทพมหานคร,6,ภูมิใจไทย,1101
กรุงเทพมหานคร,6,รวมพลังประชาชาติไทย,811
กรุงเทพมหานคร,6,รักษ์ผืนป่าประเทศไทย,429
กรุงเทพมหานคร,6,พลังท้องถิ่นไท,384
กรุงเทพมหานคร,6,ชาติไทยพัฒนา,276
กรุงเทพมหานคร,6,ประชาชนปฏิรูป,263
กรุงเทพมหานคร,6,ชาติพัฒนา,224
กรุงเทพมหานคร,6,ไทยศรีวิไลย์,164
กรุงเทพมหานคร,6,ภราดรภาพ,117
กรุงเทพมหานคร,6,ประชาชาติ,115
กรุงเทพมหานคร,6,เพื่อชาติ,102
กรุงเทพมหานคร,6,พลังชาติไทย,75
กรุงเทพมหานคร,6,ประชานิยม,66
กรุงเทพมหานคร,6,พลเมืองไทย,63
กรุงเทพมหานคร,6,พลังรัก,59
กรุงเทพมหานคร,6,มหาชน,49
กรุงเทพมหานคร,6,ประชาธิปไตยใหม่,44
กรุงเทพมหานคร,6,เพื่อแผ่นดิน,39
กรุงเทพมหานคร,6,ครูไทยเพื่อประชาชน,38
กรุงเทพมหานคร,6,ประชาภิวัฒน์,36
กรุงเทพมหานคร,6,พลังปวงชนไทย,33
กรุงเทพมหานคร,6,พลังไทสร้างชาติ,16
กรุงเทพมหานคร,6,มติประชา,15
กรุงเทพมหานคร,6,ภาคีเครือข่ายไทย,3
กรุงเทพมหานคร,7,พลังประชารัฐ,25180
กรุงเทพมหานคร,7,เพื่อไทย,23998
กรุงเทพมหานคร,7,ก้าวไกล,21339
กรุงเทพมหานคร,7,ประชาธิปัตย์,12896
กรุงเทพมหานคร,7,พลังท้องถิ่นไท,5160
กรุงเทพมหานคร,7,เศรษฐกิจใหม่,3848
กรุงเทพมหานคร,7,เสรีรวมไทย,2006
กรุงเทพมหานคร,7,ภูมิใจไทย,1003
กรุงเทพมหานคร,7,รวมพลังประชาชาติไทย,658
กรุงเทพมหานคร,7,รักษ์ผืนป่าประเทศไทย,476
กรุงเทพมหานคร,7,เพื่อชาติ,426
กรุงเทพมหานคร,7,ประชาชาติ,259
กรุงเทพมหานคร,7,ชาติไทยพัฒนา,242
กรุงเทพมหานคร,7,ไทยศรีวิไลย์,238
กรุงเทพมหานคร,7,ชาติพัฒนา,224
กรุงเทพมหานคร,7,ประชาชนปฏิรูป,164
กรุงเทพมหานคร,7,ประชาภิวัฒน์,123
กรุงเทพมหานคร,7,ประชานิยม,97
กรุงเทพมหานคร,7,ภราดรภาพ,92
กรุงเทพมหานคร,7,พลังชาติไทย,89
กรุงเทพมหานคร,7,เพื่อแผ่นดิน,81
กรุงเทพมหานคร,7,กลาง,59
กรุงเทพมหานคร,7,ประชากรไทย,58
กรุงเทพมหานคร,7,ครูไทยเพื่อประชาชน,39
กรุงเทพมหานคร,7,ไทรักธรรม,32
กรุงเทพมหานคร,7,พลังศรัทธา,30
กรุงเทพมหานคร,7,แผ่นดินธรรม,30
กรุงเทพมหานคร,7,มหาชน,26
กรุงเทพมหานคร,7,พลังปวงชนไทย,20
กรุงเทพมหานคร,7,ประชาธรรมไทย,20
กรุงเทพมหานคร,7,มติประชา,13
กรุงเทพมหานคร,8,พลังประชารัฐ,29090
กรุงเทพมหานคร,8,เพื่อไทย,26122
กรุงเทพมหานคร,8,ก้าวไกล,25656
กรุงเทพมหานคร,8,ประชาธิปัตย์,15384
กรุงเทพมหานคร,8,เศรษฐกิจใหม่,5661
กรุงเทพมหานคร,8,เสรีรวมไทย,2338
กรุงเทพมหานคร,8,ภูมิใจไทย,764
กรุงเทพมหานคร,8,รวมพลังประชาชาติไทย,690
กรุงเทพมหานคร,8,ชาติไทยพัฒนา,597
กรุงเทพมหานคร,8,รักษ์ผืนป่าประเทศไทย,450
กรุงเทพมหานคร,8,เพื่อชาติ,293
กรุงเทพมหานคร,8,ชาติพัฒนา,205
กรุงเทพมหานคร,8,ประชาชนปฏิรูป,195
กรุงเทพมหานคร,8,ไทยศรีวิไลย์,171
กรุงเทพมหานคร,8,ประชาธิปไตยใหม่,151
กรุงเทพมหานคร,8,พลังท้องถิ่นไท,129
กรุงเทพมหานคร,8,ประชาภิวัฒน์,105
กรุงเทพมหานคร,8,ประชาชาติ,89
กรุงเทพมหานคร,8,พลังธรรมใหม่,75
กรุงเทพมหานคร,8,มหาชน,73
กรุงเทพมหานคร,8,กลาง,64
กรุงเทพมหานคร,8,ประชานิยม,50
กรุงเทพมหานคร,8,ภราดรภาพ,48
กรุงเทพมหานคร,8,ครูไทยเพื่อประชาชน,46
กรุงเทพมหานคร,8,ประชาธรรมไทย,43
กรุงเทพมหานคร,8,พลังชาติไทย,36
กรุงเทพมหานคร,8,พลังรัก,31
กรุงเทพมหานคร,8,พลังศรัทธา,25
กรุงเทพมหานคร,8,พลเมืองไทย,20
กรุงเทพมหานคร,8,ประชาไทย,19
กรุงเทพมหานคร,8,ถิ่นกาขาวชาววิไล,15
กรุงเทพมหานคร,8,ภาคีเครือข่ายไทย,11
กรุงเทพมหานคร,8,มติประชา,10
กรุงเทพมหานคร,8,เพื่อนไทย,0
กรุงเทพมหานคร,9,พลังประชารัฐ,34907
กรุงเทพมหานคร,9,เพื่อไทย,32115
กรุงเทพมหานคร,9,ก้าวไกล,25735
กรุงเทพมหานคร,9,ประชาธิปัตย์,16255
กรุงเทพมหานคร,9,เศรษฐกิจใหม่,5873
กรุงเทพมหานคร,9,เสรีรวมไทย,2593
กรุงเทพมหานคร,9,ภูมิใจไทย,1666
กรุงเทพมหานคร,9,รวมพลังประชาชาติไทย,760
กรุงเทพมหานคร,9,รักษ์ผืนป่าประเทศไทย,578
กรุงเทพมหานคร,9,ชาติไทยพัฒนา,380
กรุงเทพมหานคร,9,เพื่อชาติ,348
กรุงเทพมหานคร,9,ชาติพัฒนา,241
กรุงเทพมหานคร,9,ประชาชนปฏิรูป,237
กรุงเทพมหานคร,9,พลังท้องถิ่นไท,170
กรุงเทพมหานคร,9,ประชาชาติ,147
กรุงเทพมหานคร,9,ประชากรไทย,98
กรุงเทพมหานคร,9,ประชานิยม,81
กรุงเทพมหานคร,9,พลังประชาธิปไตย,71
กรุงเทพมหานคร,9,ครูไทยเพื่อประชาชน,59
กรุงเทพมหานคร,9,ประชาภิวัฒน์,58
กรุงเทพมหานคร,9,พลังสังคม,55
กรุงเทพมหานคร,9,ภราดรภาพ,54
กรุงเทพมหานคร,9,พลังชาติไทย,52
กรุงเทพมหานคร,9,ประชาธรรมไทย,49
กรุงเทพมหานคร,9,พลังไทสร้างชาติ,46
กรุงเทพมหานคร,9,พลังปวงชนไทย,41
กรุงเทพมหานคร,9,ภาคีเครือข่ายไทย,38
กรุงเทพมหานคร,9,พลังศรัทธา,25
กรุงเทพมหานคร,9,มติประชา,23
กรุงเทพมหานคร,9,มหาชน,0
กรุงเทพมหานคร,10,เพื่อไทย,30800
กรุงเทพมหานคร,10,พลังประชารัฐ,22067
กรุงเทพมหานคร,10,ก้าวไกล,22062
กรุงเทพมหานคร,10,ประชาธิปัตย์,14061
กรุงเทพมหานคร,10,เสรีรวมไทย,2326
กรุงเทพมหานคร,10,รวมพลังประชาชาติไทย,627
กรุงเทพมหานคร,10,รักษ์ผืนป่าประเทศไทย,428
กรุงเทพมหานคร,10,ไทยศรีวิไลย์,257
กรุงเทพมหานคร,10,ชาติพัฒนา,245
กรุงเทพมหานคร,10,ชาติไทยพัฒนา,227
กรุงเทพมหานคร,10,พลังท้องถิ่นไท,183
กรุงเทพมหานคร,10,ประชาชาติ,164
กรุงเทพมหานคร,10,เพื่อชาติ,129
กรุงเทพมหานคร,10,ประชาชนปฏิรูป,126
กรุงเทพมหานคร,10,สยามพัฒนา,113
กรุงเทพมหานคร,10,ประชานิยม,107
กรุงเทพมหานคร,10,ประชาภิวัฒน์,88
กรุงเทพมหานคร,10,ภราดรภาพ,65
กรุงเทพมหานคร,10,ครูไทยเพื่อประชาชน,64
กรุงเทพมหานคร,10,ไทรักธรรม,60
กรุงเทพมหานคร,10,แผ่นดินธรรม,40
กรุงเทพมหานคร,10,พลังชาติไทย,38
กรุงเทพมหานคร,10,ประชาธิปไตยใหม่,35
กรุงเทพมหานคร,10,ประชาธรรมไทย,28
กรุงเทพมหานคร,10,ภาคีเครือข่ายไทย,26
กรุงเทพมหานคร,10,ประชาไทย,16
กรุงเทพมหานคร,10,มติประชา,8
กรุงเทพมหานคร,10,ภูมิใจไทย,0
กรุงเทพมหานคร,10,เศรษฐกิจใหม่,0
กรุงเทพมหานคร,11,เพื่อไทย,34679
กรุงเทพมหานคร,11,ก้าวไกล,25098
กรุงเทพมหานคร,11,ประชาธิปัตย์,24815
กรุงเทพมหานคร,11,พลังประชารัฐ,18960
กรุงเทพมหานคร,11,เศรษฐกิจใหม่,4141
กรุงเทพมหานคร,11,เสรีรวมไทย,2363
กรุงเทพมหานคร,11,ภูมิใจไทย,661
กรุงเทพมหานคร,11,รักษ์ผืนป่าประเทศไทย,361
กรุงเทพมหานคร,11,เพื่อชาติ,354
กรุงเทพมหานคร,11,รวมพลังประชาชาติไทย,336
กรุงเทพมหานคร,11,ประชาชนปฏิรูป,217
กรุงเทพมหานคร,11,ประชาชาติ,173
กรุงเทพมหานคร,11,ชาติไทยพัฒนา,173
กรุงเทพมหานคร,11,ไทยศรีวิไลย์,160
กรุงเทพมหานคร,11,ชาติพัฒนา,130
กรุงเทพมหานคร,11,พลังท้องถิ่นไท,124
กรุงเทพมหานคร,11,ประชาธิปไตยใหม่,84
กรุงเทพมหานคร,11,ประชาภิวัฒน์,78
กรุงเทพมหานคร,11,พลังชาติไทย,72
กรุงเทพมหานคร,11,ประชานิยม,69
กรุงเทพมหานคร,11,พลังธรรมใหม่,64
กรุงเทพมหานคร,11,พลังศรัทธา,62
กรุงเทพมหานคร,11,ภราดรภาพ,40
กรุงเทพมหานคร,11,ครูไทยเพื่อประชาชน,38
กรุงเทพมหานคร,11,สามัญชน,37
กรุงเทพมหานคร,11,ประชาธรรมไทย,33
กรุงเทพมหานคร,11,ภาคีเครือข่ายไทย,26
กรุงเทพมหานคร,11,ประชาไทย,23
กรุงเทพมหานคร,11,พลังปวงชนไทย,19
กรุงเทพมหานคร,11,พลังไทสร้างชาติ,18
กรุงเทพมหานคร,11,ไทยรักษาชาติ,0
กรุงเทพมหานคร,12,เพื่อไทย,30254
กรุงเทพมหานคร,12,ก้าวไกล,27629
กรุงเทพมหานคร,12,พลังประชารัฐ,27571
กรุงเทพมหานคร,12,ประชาธิปัตย์,11075
กรุงเทพมหานคร,12,เศรษฐกิจใหม่,5174
กรุงเทพมหานคร,12,ภูมิใจไทย,4057
กรุงเทพมหานคร,12,เสรีรวมไทย,2394
กรุงเทพมหานคร,12,รวมพลังประชาชาติไทย,625
กรุงเทพมหานคร,12,รักษ์ผืนป่าประเทศไทย,510
กรุงเทพมหานคร,12,พลังท้องถิ่นไท,436
กรุงเทพมหานคร,12,ชาติไทยพัฒนา,345
กรุงเทพมหานคร,12,เพื่อชาติ,304
กรุงเทพมหานคร,12,ชาติพัฒนา,181
กรุงเทพมหานคร,12,ประชากรไทย,145
กรุงเทพมหานคร,12,ประชาชนปฏิรูป,143
กรุงเทพมหานคร,12,พลังธรรมใหม่,139
กรุงเทพมหานคร,12,ประชาชาติ,127
กรุงเทพมหานคร,12,ประชาภิวัฒน์,118
กรุงเทพมหานคร,12,ประชาธิปไตยใหม่,106
กรุงเทพมหานคร,12,พลังไทยรักไทย,78
กรุงเทพมหานคร,12,ประชาไทย,63
กรุงเทพมหานคร,12,ทางเลือกใหม่,58
กรุงเทพมหานคร,12,ประชาธรรมไทย,56
กรุงเทพมหานคร,12,ครูไทยเพื่อประชาชน,47
กรุงเทพมหานคร,12,ประชานิยม,41
กรุงเทพมหานคร,12,พลังชาติไทย,41
กรุงเทพมหานคร,12,ภาคีเครือข่ายไทย,37
กรุงเทพมหานคร,12,มหาชน,30
กรุงเทพมหานคร,12,ภราดรภาพ,30
กรุงเทพมหานคร,12,พลังปวงชนไทย,30
กรุงเทพมหานคร,12,พลังไทสร้างชาติ,28
กรุงเทพมหานคร,12,เพื่อแผ่นดิน,27
กรุงเทพมหานคร,12,มติประชา,16
กรุงเทพมหานคร,13,พลังประชารัฐ,27489
กรุงเทพมหานคร,13,เพื่อไทย,23912
กรุงเทพมหานคร,13,ก้าวไกล,23707
กรุงเทพมหานคร,13,ประชาธิปัตย์,17958
กรุงเทพมหานคร,13,เศรษฐกิจใหม่,4803
กรุงเทพมหานคร,13,เสรีรวมไทย,2091
กรุงเทพมหานคร,13,ประชาชาติ,1544
กรุงเทพมหานคร,13,ภูมิใจไทย,918
กรุงเทพมหานคร,13,รวมพลังประชาชาติไทย,677
กรุงเทพมหานคร,13,รักษ์ผืนป่าประเทศไทย,333
กรุงเทพมหานคร,13,เพื่อชาติ,253
กรุงเทพมหานคร,13,ชาติไทยพัฒนา,237
กรุงเทพมหานคร,13,ประชาชนปฏิรูป,179
กรุงเทพมหานคร,13,พลังธรรมใหม่,129
กรุงเทพมหานคร,13,ชาติพัฒนา,129
กรุงเทพมหานคร,13,พลังท้องถิ่นไท,119
กรุงเทพมหานคร,13,พลังประชาธิปไตย,101
กรุงเทพมหานคร,13,ประชาภิวัฒน์,93
กรุงเทพมหานคร,13,พลังไทยรักไทย,82
กรุงเทพมหานคร,13,พลเมืองไทย,75
กรุงเทพมหานคร,13,ทางเลือกใหม่,71
กรุงเทพมหานคร,13,ประชาธิปไตยใหม่,57
กรุงเทพมหานคร,13,เพื่อแผ่นดิน,52
กรุงเทพมหานคร,13,ครูไทยเพื่อประชาชน,48
กรุงเทพมหานคร,13,ประชานิยม,37
กรุงเทพมหานคร,13,ภราดรภาพ,32
กรุงเทพมหานคร,13,ไทรักธรรม,27
กรุงเทพมหานคร,13,พลังชาติไทย,26
กรุงเทพมหานคร,13,พลังปวงชนไทย,25
กรุงเทพมหานคร,13,มหาชน,21
กรุงเทพมหานคร,13,ประชาธรรมไทย,13
กรุงเทพมหานคร,14,เพื่อไทย,31445
กรุงเทพมหานคร,14,พลังประชารัฐ,25908
กรุงเทพมหานคร,14,ก้าวไกล,24461
กรุงเทพมหานคร,14,ประชาธิปัตย์,13375
กรุงเทพมหานคร,14,รวมพลังประชาชาติไทย,5518
กรุงเทพมหานคร,14,เศรษฐกิจใหม่,4767
กรุงเทพมหานคร,14,เสรีรวมไทย,2424
กรุงเทพมหานคร,14,ภูมิใจไทย,1332
กรุงเทพมหานคร,14,รักษ์ผืนป่าประเทศไทย,368
กรุงเทพมหานคร,14,ประชาชนปฏิรูป,230
กรุงเทพมหานคร,14,ชาติไทยพัฒนา,225
กรุงเทพมหานคร,14,ประชาชาติ,206
กรุงเทพมหานคร,14,ไทยศรีวิไลย์,202
กรุงเทพมหานคร,14,อนาคตไทย,198
กรุงเทพมหานคร,14,ชาติพัฒนา,159
กรุงเทพมหานคร,14,เพื่อชาติ,140
กรุงเทพมหานคร,14,พลังประชาธิปไตย,134
กรุงเทพมหานคร,14,พลังท้องถิ่นไท,129
กรุงเทพมหานคร,14,พลังธรรมใหม่,85
กรุงเทพมหานคร,14,ประชาภิวัฒน์,80
